Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-05-08 00:00:00+05:30,1152.9017309713568,1163.8464220549163,1146.5132774741614,1159.191162109375,2693092,0.0,0.0,NESTLEIND.NS
2025-05-09 00:00:00+05:30,1140.0256174435722,1163.3015531602741,1134.9246967116078,1151.614013671875,1816458,0.0,0.0,NESTLEIND.NS
2025-05-12 00:00:00+05:30,1168.6501814777741,1183.1109525304319,1161.815945850311,1180.5357666015625,801500,0.0,0.0,NESTLEIND.NS
2025-05-13 00:00:00+05:30,1178.6538418157834,1183.5071465221918,1159.8349989632625,1173.800537109375,2333552,0.0,0.0,NESTLEIND.NS
2025-05-14 00:00:00+05:30,1171.225327932659,1178.257608045939,1165.4311295613797,1173.8995361328125,1203066,0.0,0.0,NESTLEIND.NS
2025-05-15 00:00:00+05:30,1173.7014668594463,1195.9373661179718,1159.5873352959466,1187.6175537109375,1928224,0.0,0.0,NESTLEIND.NS
2025-05-16 00:00:00+05:30,1195.7889999961133,1195.7889999961133,1177.019606957387,1192.9166259765625,1369102,0.0,0.0,NESTLEIND.NS
2025-05-19 00:00:00+05:30,1190.5394781709713,1199.5032389107862,1186.6766387110943,1192.42138671875,845862,0.0,0.0,NESTLEIND.NS
2025-05-20 00:00:00+05:30,1198.3641369896773,1198.3641369896773,1165.926394453538,1168.00634765625,1555350,0.0,0.0,NESTLEIND.NS
2025-05-21 00:00:00+05:30,1168.006315503225,1187.5680070285068,1168.006315503225,1184.893798828125,1350296,0.0,0.0,NESTLEIND.NS
2025-05-22 00:00:00+05:30,1181.130010752029,1181.130010752029,1158.8445388510472,1169.591064453125,2161612,0.0,0.0,NESTLEIND.NS
2025-05-23 00:00:00+05:30,1166.7682771279337,1200.444101764903,1164.8369179010303,1195.6898193359375,1154460,0.0,0.0,NESTLEIND.NS
2025-05-26 00:00:00+05:30,1195.6898825378707,1220.6991359799154,1191.232787865031,1215.3011474609375,1248708,0.0,0.0,NESTLEIND.NS
2025-05-27 00:00:00+05:30,1213.3697230530363,1229.1675982946565,1204.5049849131,1218.7181396484375,1584098,0.0,0.0,NESTLEIND.NS
2025-05-28 00:00:00+05:30,1214.3601461611242,1216.6381440262576,1196.4821974149959,1197.9678955078125,1447242,0.0,0.0,NESTLEIND.NS
2025-05-29 00:00:00+05:30,1199.1565099965621,1208.2688649695144,1191.7775905225312,1205.8917236328125,1862596,0.0,0.0,NESTLEIND.NS
2025-05-30 00:00:00+05:30,1205.8916897227514,1216.786809712033,1183.8538333807955,1186.6766357421875,2134920,0.0,0.0,NESTLEIND.NS
2025-06-02 00:00:00+05:30,1188.558476614478,1196.383177433474,1184.1013823271737,1191.678466796875,2052718,0.0,0.0,NESTLEIND.NS
2025-06-03 00:00:00+05:30,1196.3337406604608,1201.6327069514207,1179.644421017942,1184.299560546875,1468888,0.0,0.0,NESTLEIND.NS
2025-06-04 00:00:00+05:30,1182.8136468929097,1190.440302465954,1181.080332568092,1187.3203125,1174082,0.0,0.0,NESTLEIND.NS
2025-06-05 00:00:00+05:30,1191.0347295191764,1193.0156604622434,1178.9015274928895,1189.202392578125,1467916,0.0,0.0,NESTLEIND.NS
2025-06-06 00:00:00+05:30,1190.4897971567732,1199.8992181247283,1183.6061112322568,1197.076416015625,1004606,0.0,0.0,NESTLEIND.NS
2025-06-09 00:00:00+05:30,1200.9393533492994,1202.0784127935551,1189.0537679965641,1196.1356201171875,678874,0.0,0.0,NESTLEIND.NS
2025-06-10 00:00:00+05:30,1196.1355905485977,1207.823009979351,1192.9660286556978,1204.1087646484375,1351562,0.0,0.0,NESTLEIND.NS
2025-06-11 00:00:00+05:30,1209.6058403419986,1213.3200855016978,1192.520312607383,1198.06689453125,1751374,0.0,0.0,NESTLEIND.NS
2025-06-12 00:00:00+05:30,1201.929708513135,1202.4745128210511,1171.86910916465,1181.4271240234375,2717158,0.0,0.0,NESTLEIND.NS
2025-06-13 00:00:00+05:30,1169.7397450513708,1178.6539344717455,1162.2122314998967,1177.0692138671875,829756,0.0,0.0,NESTLEIND.NS
2025-06-16 00:00:00+05:30,1173.7511415502634,1186.0823881627452,1171.2749779006544,1183.5072021484375,532308,0.0,0.0,NESTLEIND.NS
2025-06-17 00:00:00+05:30,1178.7033841535006,1182.070869749855,1165.2825297744066,1169.7396240234375,1531068,0.0,0.0,NESTLEIND.NS
2025-06-18 00:00:00+05:30,1170.6806487012416,1170.779791976332,1151.6141878370101,1159.2408447265625,1308554,0.0,0.0,NESTLEIND.NS
2025-06-19 00:00:00+05:30,1159.2406878260485,1159.2406878260485,1143.9874970178603,1148.39501953125,1474774,0.0,0.0,NESTLEIND.NS
2025-06-20 00:00:00+05:30,1157.9035517610268,1187.5679402718065,1148.3949877910177,1168.9471435546875,22941194,0.0,0.0,NESTLEIND.NS
2025-06-23 00:00:00+05:30,1175.1872754938126,1188.013754916867,1164.2425837311512,1168.3035888671875,1297744,0.0,0.0,NESTLEIND.NS
2025-06-24 00:00:00+05:30,1176.1776988306988,1180.436748544824,1167.6101486747734,1171.62158203125,1100860,0.0,0.0,NESTLEIND.NS
2025-06-25 00:00:00+05:30,1174.692056453308,1202.8707509289286,1174.692056453308,1190.737548828125,2300288,0.0,0.0,NESTLEIND.NS
2025-06-26 00:00:00+05:30,1198.4631601080187,1210.1507004451953,1190.1432263854883,1204.1087646484375,3115098,0.0,0.0,NESTLEIND.NS
2025-06-27 00:00:00+05:30,1212.8249289160235,1220.1048257045486,1201.4841480126986,1217.628662109375,2375672,0.0,0.0,NESTLEIND.NS
2025-06-30 00:00:00+05:30,1222.2343209245437,1225.998137860462,1209.8535032490518,1220.897216796875,1658010,0.0,0.0,NESTLEIND.NS
2025-07-01 00:00:00+05:30,1223.224816319667,1223.9180937639178,1191.1337119369591,1193.5604248046875,1077220,0.0,0.0,NESTLEIND.NS
2025-07-02 00:00:00+05:30,1193.7584587365538,1195.4422016038968,1178.6538609388087,1182.61572265625,1475052,0.0,0.0,NESTLEIND.NS
2025-07-03 00:00:00+05:30,1188.5090193552765,1193.0652573458933,1181.130099798771,1182.8138427734375,1263638,0.0,0.0,NESTLEIND.NS
2025-07-04 00:00:00+05:30,1186.0463588285445,1192.0639182039135,1177.1942499762101,1189.9752197265625,790114,5.0,0.0,NESTLEIND.NS
2025-07-07 00:00:00+05:30,1193.257363043616,1206.485988399062,1187.5880215568675,1204.5465087890625,868414,0.0,0.0,NESTLEIND.NS
2025-07-08 00:00:00+05:30,1204.5465835843777,1211.3099940253194,1197.0370793069835,1202.457763671875,711576,0.0,0.0,NESTLEIND.NS
2025-07-09 00:00:00+05:30,1203.5021448032028,1211.7078412450428,1200.7669126559226,1207.3812255859375,790360,0.0,0.0,NESTLEIND.NS
2025-07-10 00:00:00+05:30,1205.9887566090497,1211.9067559621665,1192.3623755126587,1194.2520751953125,569850,0.0,0.0,NESTLEIND.NS
2025-07-11 00:00:00+05:30,1195.545044173861,1207.8286981733916,1192.1136198592378,1195.29638671875,741064,0.0,0.0,NESTLEIND.NS
2025-07-14 00:00:00+05:30,1196.1916806091774,1200.8663926009767,1182.1176431577876,1190.02490234375,942914,0.0,0.0,NESTLEIND.NS
2025-07-15 00:00:00+05:30,1190.0248669730329,1203.5021503632606,1183.6593328963238,1201.662109375,1064608,0.0,0.0,NESTLEIND.NS
2025-07-16 00:00:00+05:30,1201.5129176194105,1238.3142238709984,1197.2359604891237,1223.394775390625,2810630,0.0,0.0,NESTLEIND.NS
2025-07-17 00:00:00+05:30,1222.4000531724323,1228.3678321138764,1216.4820542880764,1217.9739990234375,546708,0.0,0.0,NESTLEIND.NS
2025-07-18 00:00:00+05:30,1222.897381438182,1231.799269890468,1208.972563756088,1229.4619140625,899652,0.0,0.0,NESTLEIND.NS
2025-07-21 00:00:00+05:30,1229.8099860122854,1232.5452180031384,1215.934948660959,1229.660888671875,957974,0.0,0.0,NESTLEIND.NS
2025-07-22 00:00:00+05:30,1229.7604393110287,1232.0977953057459,1212.4538546742315,1215.1890869140625,774548,0.0,0.0,NESTLEIND.NS
2025-07-23 00:00:00+05:30,1223.3947791236621,1227.8706136814315,1210.2657129867848,1219.6649169921875,720228,0.0,0.0,NESTLEIND.NS
2025-07-24 00:00:00+05:30,1219.814101442787,1230.8544687583912,1148.7975041744985,1154.8150634765625,5372012,0.0,0.0,NESTLEIND.NS
2025-07-25 00:00:00+05:30,1151.2343221843544,1151.2343221843544,1126.9156698432353,1131.192626953125,3178714,0.0,0.0,NESTLEIND.NS
2025-07-28 00:00:00+05:30,1131.2422335583633,1143.7745453626287,1105.083541399776,1108.6641845703125,1879938,0.0,0.0,NESTLEIND.NS
2025-07-29 00:00:00+05:30,1109.0122586329464,1122.9868562874594,1103.9893294337664,1105.879150390625,1801922,0.0,0.0,NESTLEIND.NS
2025-07-30 00:00:00+05:30,1109.0123283630685,1113.7368203448843,1104.8845900328415,1109.75830078125,929698,0.0,0.0,NESTLEIND.NS
